Datetime,Unnamed: 0,Open,High,Low,Close,Volume
2023-10-29 15:35:00,215,84.6232,84.6492,84.6216,84.6216,11.0
2023-10-29 15:36:00,216,84.6216,84.6216,84.6013,84.6013,6.005
2023-10-29 15:37:00,217,84.6013,84.6013,84.5667,84.5667,1.538
2023-10-29 15:38:00,218,84.5667,84.5667,84.526,84.526,2.75
2023-10-29 15:39:00,219,84.526,84.526,84.526,84.526,0.0
2023-10-29 15:40:00,220,84.526,84.5695,84.526,84.5695,2.408
2023-10-29 15:41:00,221,84.5695,84.5695,84.4935,84.4935,10.996
2023-10-29 15:42:00,222,84.4935,84.4942,84.4935,84.4942,7.096
2023-10-29 15:43:00,223,84.4942,84.5301,84.4942,84.5301,0.016
2023-10-29 15:44:00,224,84.5301,84.5301,84.5301,84.5301,0.0
2023-10-29 15:45:00,225,84.5301,84.5301,84.5091,84.5091,2.75
2023-10-29 15:46:00,226,84.5091,84.5091,84.5091,84.5091,0.0
2023-10-29 15:47:00,227,84.5091,84.5151,84.5091,84.5151,0.011
2023-10-29 15:48:00,228,84.5151,84.5518,84.5151,84.5518,11.828
2023-10-29 15:49:00,229,84.5518,84.5518,84.5518,84.5518,0.0
2023-10-29 15:50:00,230,84.5518,84.6536,84.5518,84.628,50.325
2023-10-29 15:51:00,231,84.628,84.628,84.5596,84.5596,2.531
2023-10-29 15:52:00,232,84.5596,84.5596,84.5305,84.5305,11.496
2023-10-29 15:53:00,233,84.5305,84.5305,84.5268,84.5268,4.32
2023-10-29 15:54:00,234,84.5268,84.5342,84.5268,84.5342,0.017
2023-10-29 15:55:00,235,84.5342,84.5486,84.5137,84.5137,0.585
2023-10-29 15:56:00,236,84.5137,84.5441,84.5137,84.5441,2.75
2023-10-29 15:57:00,237,84.5441,84.5441,84.5222,84.5222,0.011
2023-10-29 15:58:00,238,84.5222,84.5222,84.5222,84.5222,0.0
2023-10-29 15:59:00,239,84.5222,84.5222,84.5222,84.5222,0.0
2023-10-29 16:00:00,240,84.5222,84.6188,84.5222,84.6188,0.031
2023-10-29 16:01:00,241,84.6188,84.6188,84.6188,84.6188,0.0
2023-10-29 16:02:00,242,84.6188,84.6188,84.6188,84.6188,0.0
2023-10-29 16:03:00,243,84.6188,84.6188,84.5411,84.5411,0.01
2023-10-29 16:04:00,244,84.5411,84.5411,84.5369,84.5369,2.75
2023-10-29 16:05:00,245,84.5369,84.5369,84.5369,84.5369,0.0
2023-10-29 16:06:00,246,84.5369,84.5898,84.5369,84.5898,0.374
2023-10-29 16:07:00,247,84.5898,84.7022,84.5898,84.7022,9.646
2023-10-29 16:08:00,248,84.7022,84.7022,84.6048,84.6048,18.324
2023-10-29 16:09:00,249,84.6048,84.6276,84.6048,84.6048,8.195
2023-10-29 16:10:00,250,84.6048,84.6048,84.6048,84.6048,0.0
2023-10-29 16:11:00,251,84.6048,84.8035,84.6048,84.8035,0.08
2023-10-29 16:12:00,252,84.8035,84.807,84.7777,84.807,6.84
2023-10-29 16:13:00,253,84.807,84.838,84.8037,84.838,15.678
2023-10-29 16:14:00,254,84.838,85.025,84.838,85.025,19.272
2023-10-29 16:15:00,255,85.025,85.0462,84.9357,84.9357,29.937
2023-10-29 16:16:00,256,84.9357,84.9357,84.9357,84.9357,0.0
2023-10-29 16:17:00,257,84.9357,84.9357,84.9357,84.9357,0.0
2023-10-29 16:18:00,258,84.9357,84.9357,84.6824,84.7101,6.586
2023-10-29 16:19:00,259,84.7101,84.7101,84.6144,84.6144,12.0
2023-10-29 16:20:00,260,84.6144,84.6144,84.5856,84.5856,0.084
2023-10-29 16:21:00,261,84.5856,84.5856,84.5856,84.5856,0.0
2023-10-29 16:22:00,262,84.5856,84.5856,84.5225,84.5246,1.817
2023-10-29 16:23:00,263,84.5246,84.5408,84.5246,84.5365,8.25
2023-10-29 16:24:00,264,84.5365,84.5856,84.5365,84.5856,0.21
2023-10-29 16:25:00,265,84.5856,84.5856,84.5856,84.5856,0.0
2023-10-29 16:26:00,266,84.5856,84.6332,84.5856,84.6081,0.853
2023-10-29 16:27:00,267,84.6081,84.6081,84.6081,84.6081,0.0
2023-10-29 16:28:00,268,84.6081,84.6081,84.6081,84.6081,0.0
2023-10-29 16:29:00,269,84.6081,84.6739,84.6081,84.6739,0.013
2023-10-29 16:30:00,270,84.6739,84.6867,84.6739,84.6867,0.224
2023-10-29 16:31:00,271,84.6867,84.6867,84.6867,84.6867,0.0
2023-10-29 16:32:00,272,84.6867,84.6867,84.6867,84.6867,0.0
2023-10-29 16:33:00,273,84.6867,84.7401,84.6867,84.7401,0.014
2023-10-29 16:34:00,274,84.7401,84.7896,84.713,84.713,2.801
2023-10-29 16:35:00,275,84.713,84.713,84.713,84.713,0.0
2023-10-29 16:36:00,276,84.713,84.713,84.6268,84.6268,2.695
2023-10-29 16:37:00,277,84.6268,84.6268,84.5841,84.6117,5.935
2023-10-29 16:38:00,278,84.6117,84.6117,84.6117,84.6117,0.0
2023-10-29 16:39:00,279,84.6117,84.6117,84.5251,84.5251,1.48
